"","Name","Product"
"b1646","sodC","superoxide dismutase, Cu, Zn, periplasmic"
"b1647","ydhF","putative oxidoreductase"
"b1648","ydhL","DUF1289 family protein"
"b1649","nemR","transcriptional repressor for the nemRA-gloA operon, quinone-, glyoxal-, and HOCl-activated"
"b1650","nemA","chromate reductase, quinone reductase, FMN-linked; N-Ethylmaleimide reductase; old yellow enzyme"
"b1651","gloA","glyoxalase I, Ni-dependent"
"b1652","rnt","ribonuclease T (RNase T)"
"b1653","lhr","putative ATP-dependent helicase"
"b1654","grxD","glutaredoxin-4"
"b1655","mepH","murein DD-endopeptidase, space-maker hydrolase"
"b1656","sodB","superoxide dismutase, Fe"
"b1657","ydhP","putative transporter"
"b4602","ynhF","stress response membrane"
"b1658","purR","transcriptional repressor, hypoxanthine-binding"
"b1659","ydhB","LysR family putative transcriptional regulator"
"b1660","ydhC","putative arabinose efflux transporter"
"b1661","cfa","cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)"
"b1662","ribC","riboflavin synthase, alpha subunit"
"b1663","mdtK","multidrug efflux system transporter"
"b1664","ydhQ","autotransporter adhesin-related protein"
"b1665","valV","Val tRNA"
"b1666","valW","Val tRNA"
"b1667","ydhR","putative monooxygenase"
"b1668","ydhS","putative oxidoreductase"
"b1669","ydhT","FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex"
"b1670","ydhU","putative cytochrome b subunit of YdhYVWXUT oxidoreductase complex"
"b1671","ydhX","putative 4Fe-4S ferridoxin-type protein; FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex"
"b1672","ydhW","FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex"
"b1673","ydhV","putative oxidoreductase subunit"
"b1674","ydhY","putative 4Fe-4S ferridoxin-type protein; FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex"
"b1675","ydhZ","uncharacterized protein"
"b1676","pykF","pyruvate kinase I"
"b1677","lpp","murein lipoprotein"
"b1678","ldtE","murein L,D-transpeptidase"
"b1679","sufE","sulfur acceptor protein"
"b1680","sufS","cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent"
"b1681","sufD","component of SufBCD Fe-S cluster assembly scaffold"
"b1682","sufC","SufBCD Fe-S cluster assembly scaffold protein, ATP-binding protein"
"b1683","sufB","component of SufBCD Fe-S cluster assembly scaffold"
"b1684","sufA","Fe-S cluster assembly protein"
"b4430","rydB","-"
"b1685","ydiH","uncharacterized protein"
"b1686","menI","1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
"b1687","ydiJ","putative FAD-linked oxidoreductase"
"b1688","ydiK","UPF0118 family inner membrane protein"
"b4431","rprA","-"
"b1689","ydiL","putative HTH domain DNA-binding protein"
"b1690","ydiM","MFS superfamily sugar transport 1 family protein"
"b1691","ydiN","MFS transporter superfamily protein"
"b1692","ydiB","quinate/shikimate 5-dehydrogenase, NAD(P)-binding"
"b1693","aroD","3-dehydroquinate dehydratase"
"b1694","ydiF","putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit"
"b1695","ydiO","putative acyl-CoA dehydrogenase"
"b1696","ydiP","putative DNA-binding transcriptional regulator"
"b1697","ydiQ","putative electron transfer flavoprotein subunit"
"b1698","ydiR","putative electron transfer flavoprotein, FAD-binding subunit"
"b1699","ydiS","putative oxidoreductase"
"b1700","ydiT","putative 3Fe-4S ferredoxin-type protein"
"b1701","fadK","short chain acyl-CoA synthetase, anaerobic"
"b1702","ppsA","phosphoenolpyruvate synthase"
"b1703","ppsR","bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase"
"b1704","aroH","3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible"
"b1705","ydiE","hemin uptake protein HemP homolog"
"b1706","ydiU","UPF0061 family protein"
"b1707","ydiV","anti-FlhD4C2 factor, inactive EAL family phosphodiesterase"
"b1708","nlpC","putative C40 clan peptidase lipoprotein"
"b1709","btuD","vitamin B12 transporter subunit : ATP-binding component of ABC superfamily"
"b1710","btuE","glutathione peroxidase"
"b1711","btuC","vitamin B12 transporter subunit: membrane component of ABC superfamily"
"b1712","ihfA","integration host factor (IHF), DNA-binding protein, alpha subunit"
"b1713","pheT","phenylalanine tRNA synthetase, beta subunit"
"b1714","pheS","phenylalanine tRNA synthetase, alpha subunit"
"b1715","pheM","phenylalanyl-tRNA synthetase operon leader peptide"
"b1716","rplT","50S ribosomal subunit protein L20"
"b1717","rpmI","50S ribosomal subunit protein L35"
"b1718","infC","translation initiation factor IF-3"
"b1719","thrS","threonyl-tRNA synthetase"
"b4535","yniD","uncharacterized protein"
"b1722","ydiY","acid-inducible putative outer membrane protein"
"b1723","pfkB","6-phosphofructokinase II"
"b1724","ydiZ","uncharacterized protein"
"b1725","yniA","fructosamine kinase family protein"
"b1726","yniB","putative inner membrane protein"
"b1727","yniC","2-deoxyglucose-6-P phosphatase"
"b1728","ydjM","inner membrane protein regulated by LexA"
"b1729","ydjN","putative transporter"
"b1730","ydjO","uncharacterized protein"
"b1731","cedA","cell division modulator"
"b1732","katE","catalase HPII, heme d-containing"
"b1733","chbG","chito-oligosaccharide deacetylase"
"b1734","chbF","phospho-chitobiase; general 6-phospho-beta-glucosidase activity"
"b1735","chbR","repressor of chb operon for N,N'-diacetylchitobiose utilization"
"b1736","chbA","N,N'-diacetylchitobiose-specific enzyme IIA component of PTS"
"b1737","chbC","N,N'-diacetylchitobiose-specific enzyme IIC component of PTS"
"b1738","chbB","N,N'-diacetylchitobiose-specific enzyme IIB component of PTS"
"b1739","osmE","osmotically-inducible lipoprotein"
"b1740","nadE","NAD synthetase, NH3/glutamine-dependent"
"b1741","cho","endonuclease of nucleotide excision repair"
"b1742","ves","cold- and stress-inducible protein"
"b1743","spy","periplasmic ATP-independent protein refolding chaperone, stress-induced"
"b1744","astE","succinylglutamate desuccinylase"
"b1745","astB","succinylarginine dihydrolase"
"b1746","astD","succinylglutamic semialdehyde dehydrogenase"
"b1747","astA","arginine succinyltransferase"
"b1748","astC","succinylornithine transaminase, PLP-dependent"
"b1749","xthA","exonuclease III"
"b1750","ydjX","TVP38/TMEM64 family inner membrane protein"
"b1751","ydjY","putative ferrodoxin-like lipoprotein"
"b1752","ydjZ","TVP38/TMEM64 family inner membrane protein"
"b1753","ynjA","carboxymuconolactone decarboxylase family protein"
"b1754","ynjB","putative ABC superfamily transporter periplasmic-binding protein"
"b1755","ynjC","inner membrane putative ABC superfamily transporter permease"
"b1756","ynjD","putative ABC superfamily transporter ATP-binding subunit"
"b1757","ynjE","molybdopterin synthase sulfurtransferase"
"b1758","ynjF","inner membrane protein, phosphatidylglycerophosphate synthase homolog"
"b1759","nudG","CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, 5-hydroxy-CTP, dCTP and 5-methyl-dCTP"
"b1760","ynjH","DUF1496 family protein"
"b1761","gdhA","glutamate dehydrogenase, NADP-specific"
"b1762","ynjI","inner membrane protein"
"b1763","topB","DNA topoisomerase III"
"b1764","selD","selenophosphate synthase"
"b1765","ydjA","putative oxidoreductase"
"b1766","sppA","protease IV (signal peptide peptidase)"
"b1767","ansA","cytoplasmic L-asparaginase 1"
"b1768","pncA","nicotinamidase/pyrazinamidase"
"b1769","ydjE","putative transporter"
"b1770","ydjF","putative DNA-binding transcriptional regulator"
"b1771","ydjG","alpha-Keto reductase, NADH-dependent; can use methylglyoxal as substrate"
"b1772","ydjH","putative kinase"
"b1773","ydjI","putative aldolase"
"b1774","ydjJ","putative Zn-dependent NAD(P)-binding oxidoreductase"
"b1775","ydjK","putative transporter"
"b1776","ydjL","putative Zn-dependent NAD(P)-binding oxidoreductase"
"b1777","yeaC","DUF1315 family protein"
"b1778","msrB","methionine sulfoxide reductase B"
"b1779","gapA","glyceraldehyde-3-phosphate dehydrogenase A"
"b1780","yeaD","D-hexose-6-phosphate epimerase-like protein"
"b1781","yeaE","aldo-keto reductase, methylglyoxal to acetol, NADPH-dependent"
"b1782","mipA","scaffolding protein for murein synthesizing machinery"
"b1783","yeaG","protein kinase, endogenous substrate unidentified; autokinase"
"b1784","yeaH","UPF0229 family protein"
"b1785","yeaI","putative membrane-anchored diguanylate cyclase"
"b1786","yeaJ","putative diguanylate cyclase"
"b1787","yeaK","aminoacyl-tRNA editing domain protein"
"b1788","yoaI","uncharacterized protein"
"b1789","yeaL","UPF0756 family putative inner membrane protein"
"b1790","yeaM","putative DNA-binding transcriptional regulator"
"b1791","yeaN","putative transporter"
"b1792","yeaO","DUF488 family protein"
"b1793","yoaF","DUF333 family outer membrane lipoprotein"
"b1794","yeaP","diguanylate cyclase"
"b4676","yoaK","inner membrane-associated protein"
"b4675","yoaJ","inner membrane-associated protein"
"b1795","yeaQ","UPF0410 family protein"
"b1796","yoaG","uncharacterized protein"
"b1797","yeaR","DUF1971 family protein, nitrate-inducible"
"b1798","leuE","leucine efflux protein"
"b1799","dmlR","transcriptional activator of dmlA"
"b1800","dmlA","D-malate oxidase, NAD-dependent; putative tartrate dehydrogenase"
"b1801","yeaV","putative transporter"
"b1802","yeaW","putative YeaWX dioxygenase alpha subunit; 2Fe-2S cluster"
"b1803","yeaX","putative YeaWX dioxygenase beta subunit, reductase component"
"b1804","rnd","ribonuclease D"
"b1805","fadD","acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)"
"b1806","yeaY","Slp family lipoprotein, RpoE-regulated"
"b1807","tsaB","tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD"
"b1808","yoaA","putative ATP-dependent helicase, DinG family"
"b1809","yoaB","putative reactive intermediate deaminase"
"b1810","yoaC","DUF1889 family protein"
"b1811","yoaH","UPF0181 family protein"
"b1812","pabB","aminodeoxychorismate synthase, subunit I"
"b1813","nudL","putative CoA pyrophosphohydrolase, weak 3-phosphohydroxypyruvate phosphatase"
"b1814","sdaA","L-serine dehydratase 1"
"b1815","yoaD","putative membrane-anchored cyclic-di-GMP phosphodiesterase, regulator of cellulose production"
"b1816","yoaE","putative membrane protein/conserved protein"
"b1817","manX","fused mannose-specific PTS enzymes: IIA component/IIB component"
"b1818","manY","mannose-specific enzyme IIC component of PTS"
"b1819","manZ","mannose-specific enzyme IID component of PTS"
"b1820","yobD","UPF0266 family inner membrane protein"
"b1821","mntP","putative Mn(2+) efflux pump, mntR-regulated"
"b1822","rlmA","23S rRNA m(1)G745 methyltransferase, SAM-dependent"
"b1823","cspC","stress protein, member of the CspA-family"
"b1824","yobF","DUF2527 family heat-induced protein"
"b1825","yebO","putative inner membrane protein"
"b1826","mgrB","regulatory peptide for PhoPQ, feedback inhibition"
"b4536","yobH","uncharacterized protein"
"b1827","kdgR","KDG regulon transcriptional repressor"
"b1828","yebQ","putative transporter"
"b1829","htpX","putative endopeptidase"
"b1830","prc","carboxy-terminal protease for penicillin-binding protein 3"
"b1831","proQ","RNA chaperone, putative ProP translation regulator"
"b1832","msrC","free methionine-(R)-sulfoxide reductase"
"b1833","yebS","inner membrane protein"
"b1834","yebT","MCE domain protein"
"b1835","rsmF","16S rRNA m(5)C1407 methyltransferase, SAM-dependent"
"b1836","yebV","uncharacterized protein"
"b1837","yebW","uncharacterized protein"
"b1838","pphA","serine/threonine-specific protein phosphatase 1"
"b4432","ryeA","-"
"b4433","sdsR","-"
"b1839","yebY","DUF2511 family protein"
"b1840","yebZ","inner membrane protein"
"b1841","yobA","CopC family protein"
"b1842","holE","DNA polymerase III, theta subunit"
"b1843","yobB","C-N hydrolase family protein"
"b1844","exoX","exodeoxyribonuclease 10; DNA exonuclease X"
"b1845","ptrB","protease II"
"b1846","yebE","DUF533 family inner membrane protein"
"b1847","yebF","extracellular Colicin M immunity family protein"
"b1848","yebG","DNA damage-inducible protein regulated by LexA"
"b1849","purT","phosphoribosylglycinamide formyltransferase 2"
"b1850","eda","multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase"
"b1851","edd","6-phosphogluconate dehydratase"
"b1852","zwf","glucose-6-phosphate 1-dehydrogenase"
"b1853","yebK","putative DNA-binding transcriptional regulator"
"b1854","pykA","pyruvate kinase II"
"b1855","lpxM","myristoyl-acyl carrier protein (ACP)-dependent acyltransferase"
"b1856","mepM","murein DD-endopeptidase, space-maker hydrolase, septation protein"
"b1857","znuA","zinc transporter subunit: periplasmic-binding component of ABC superfamily"
"b1858","znuC","zinc transporter subunit: ATP-binding component of ABC superfamily"
"b1859","znuB","zinc transporter subunit: membrane component of ABC superfamily"
"b1860","ruvB","ATP-dependent DNA helicase, component of RuvABC resolvasome"
"b1861","ruvA","component of RuvABC resolvasome, regulatory subunit"
"b4677","yobI","uncharacterized protein"
"b1862","yebB","DUF830 family protein"
"b1863","ruvC","component of RuvABC resolvasome, endonuclease"
"b1864","yebC","UPF0082 family protein"
"b1865","nudB","dihydroneopterin triphosphate pyrophosphatase"
"b1866","aspS","aspartyl-tRNA synthetase"
"b1867","yecD","isochorismatase family protein"
"b1868","yecE","UPF0759 family protein"
"b1869","yecN","MAPEG family inner membrane protein"
"b1870","cmoA","carboxy-SAM synthase"
"b1871","cmoB","tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent"
"b1872","torZ","trimethylamine N-oxide reductase system III, catalytic subunit"
"b1873","torY","TMAO reductase III (TorYZ), cytochrome c-type subunit"
"b1874","cutC","copper homeostasis protein"
"b1875","yecM","putative metal-binding enzyme"
"b1876","argS","arginyl-tRNA synthetase"
"b1877","yecT","uncharacterized protein"
"b1878","flhE","proton seal during flagellar secretion"
"b1879","flhA","putative flagellar export pore protein"
"b1880","flhB","flagellin export apparatus, substrate specificity protein"
"b1881","cheZ","chemotaxis regulator, protein phosphatase for CheY"
"b1882","cheY","chemotaxis regulator transmitting signal to flagellar motor component"
"b1883","cheB","fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA"
"b1884","cheR","chemotaxis regulator, protein-glutamate methyltransferase"
"b1885","tap","methyl-accepting protein IV"
"b1886","tar","methyl-accepting chemotaxis protein II"
"b1887","cheW","purine-binding chemotaxis protein"
"b1888","cheA","fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein"
"b1889","motB","protein that enables flagellar motor rotation"
"b1890","motA","proton conductor component of flagella motor"
"b1891","flhC","flagellar class II regulon transcriptional activator, with FlhD"
"b1892","flhD","flagellar class II regulon transcriptional activator, with FlhC"
"b1893","insB1","IS1 transposase B"
"b1894","insA","IS1 repressor TnpA"
"b1895","uspC","universal stress protein"
"b1896","otsA","trehalose-6-phosphate synthase"
"b1897","otsB","trehalose-6-phosphate phosphatase, biosynthetic"
"b4460","araH","fused L-arabinose transporter subunits of ABC superfamily: membrane components"
"b1900","araG","fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components"
"b1901","araF","L-arabinose transporter subunit"
"b1902","ftnB","ferritin B, putative ferrous iron reservoir"
"b4537","yecJ","uncharacterized protein"
"b4663","azuC","acid-inducible small membrane-associated protein"
"b1904","yecR","lipoprotein, function unknown"
"b1905","ftnA","ferritin iron storage protein (cytoplasmic)"
"b1906","yecH","DUF2492 family protein"
"b1907","tyrP","tyrosine transporter"
"b1908","yecA","UPF0149 family protein"
"b1909","leuZ","Leu tRNA"
